pid,doi,award_ids
articles:17556,10.1175/MWR-D-11-00108.1,"ATM-0837932,ATM-0332197,NNG06GA54G"
articles:17557,10.2151/jmsj.85.733,"ATM-9977639,ATM-0313588"
articles:17559,10.1175/2011JAS3612.1,"ATM-0301213,ATM-0410018,AGS-0918398,AGS-0939962"
articles:17560,,COS11051
articles:17561,10.1007/s10291-010-0201-9,AGS-0961147
articles:17562,10.1029/2012EO090001,"EAR-1042909,EAR-104296"
articles:17563,10.1175/JCLI-D-11-00201.1,"NNG04GO51G,,OPP-0902068,"
articles:17569,10.1029/2011JA017446,AGS-0961147
articles:17571,10.1175/JAS-D-11-0245.1,NA09OAR4320075
articles:17572,10.1175/BAMS-86-1-51,"ATM-0097053,ATM-0094956,ATM-0082384,NAGS5-10624,NAG"
articles:17573,10.1175/BAMS-86-6-795,CHE-0410007
articles:17575,10.1175/BAMS-84-5-579,"ATM-0097053,NAG5-8676,N00014-01-1-0295,Grant"
articles:17577,10.1175/BAMS-84-11-1547,"DE-FG03-95ER61968,ATM-9812384"
articles:17578,,"ATM-9908615,DAAD19-99-,ATM-0002093,DE-FG03-99ER62839,MIPROB-NOAA007,DAAD,ATM-9906637,ATM"
articles:17579,10.1175/BAMS-88-9-1383,DE-FC02-97ER62402
articles:17580,10.1175/JAM2308.1,ATM-0239605
articles:17581,,"DE-FG03-00ER62929,DEFG03-,10-06924"
articles:17582,,07ATF10
articles:17583,10.1175/1520-0442(2004)017<0857:TEONAS>2.0.CO;2,"NA96GP0420,NA16GP2006,9908883,0301800"
articles:17584,,"NA76GP0454,NA86GP0303,OCE-963332"
articles:17585,,NAG5-9359
articles:17587,,"EVK2-CT-,NA06GP0394"
articles:17588,,OPP-0242290
articles:17589,,"Grant,ATM-99-86072,W-19,,NOAA"
articles:17590,,ATM-9873691
articles:17591,,ATM-0451587
articles:17592,,"NA16GP1015,S-10180-X"
articles:17593,,"ATM-03433485,DE-FG02-01ER63198"
articles:17594,,"NA56GP0247,NA87GP0105"
articles:17595,10.1175/1520-0442(2003)016<0426:SAGGFA>2.0.CO;2,NA87GO0105(TMLW)
articles:17596,10.1175/JCLI3339.1,"GWEC-0000-0052,ATM-0002206,ATM-0296007,NA16GP2683"
articles:17597,,"NA56GP0247,NA87GP0105"
articles:17598,,ATM-0336790K
articles:17599,,ATM-0095094
articles:17600,,"NA56GP0247,NA87GP0105."
articles:17601,,NA17GP1376.
articles:17602,,ATM-0233568
articles:17603,10.1175/JAS-3350.1,WT04037
articles:17604,,ATM-0101781
articles:17605,10.1175/1520-0469(2003)060<1140:ACOBAE>2.0.CO;2,N00014-00-1-0106
articles:17606,,"NAG5-7743,NAG5-9715"
articles:17607,,"Contract,NAG5-7743"
articles:17608,10.1175/1520-0469(2003)60<1201:ALESIS>2.0.CO;2,ATM-9985413
articles:17609,10.1175/1520-0493(2003)131<0830:DPORIN>2.0.CO;2,NA96GP0051
articles:17610,,"0205655,0205599"
articles:17611,10.1175/MWR2930.1,"ATM-0097053,NAGS5-10624,N00014-98-1-0595"
articles:17612,,"0205599,0205655"
articles:17613,,DE-AI02-97ER62359
articles:17614,,0205655
articles:17615,10.1175/MWR3199.1,CATER-2006-2204
articles:17616,,"ATM,ATM"
articles:17617,,ATM-0000412
articles:17618,,DE-AI02-97ER62359
articles:17619,10.1109/TGRS.2013.2275753,AGS-1033112
articles:17713,10.1007/s12145-008-0016-1,"0513635,0513762"
articles:18046,10.1016/j.jhydrol.2007.10.061,Contract
articles:18063,10.12952/journal.elementa.000100,"1217010,1216743,1053648"
articles:18099,10.1198/016214508000000959,DMS-0355474
articles:18101,10.1214/08-AOAS210,"DMS-03-55474,NSF-CMG"
articles:18102,10.1198/016214507000001265,"DMS-0355474,ATM-0620624"
articles:18104,10.1016/j.jcp.2009.12.007,DOE
articles:18107,10.1126/science.1182274,"EAR-0514657,EAR-084294,EAR-0720045"
articles:18108,10.1016/j.quascirev.2009.06.021,"ATM06-28393.,NNX07AG53G,NA17RJ1230"
articles:18109,10.1016/j.jcp.2009.10.036,DE-SC0001658
articles:18110,10.1002/kin.20498,"CHE-0342824,Grant"
articles:18112,10.1016/j.jcp.2010.08.014,DE-SC0001658
articles:18113,10.1002/qj.678,ATM-0847472
articles:18116,10.1214/09-AOAS287,"DMS-0355474,DMS-0635449"
articles:18117,10.1214/09-AOAS287,"DMS-0355474,DMS-0635449"
articles:18120,,"KRF-2008-314-C00046,0707037,1007520"
articles:18123,10.1007/s10393-010-0288-z,NA16GP2615
articles:18129,10.1016/j.atmosenv.2010.08.026,
articles:18131,10.1038/ngeo1062,"NSF,ATM-0904092"
articles:18133,10.1002/joc.2201,"ATM-0107404,ATM-0413540"
articles:18143,10.1289/ehp.1002430,",EPA"
articles:18144,10.1080/02786826.2010.547536,"FWF,P-20837-N20"
articles:18145,10.1002/cphc.201000417,"215072,1118615"
articles:18146,10.1002/qj.776,"DE-AC02-05CH11231,DE-AC05-00OR22725"
articles:18148,10.1177/1094342010394382,OCI-0503697
articles:18158,10.1109/JSTARS.2009.2033608,"ATM,ATM"
articles:18173,10.1177/1094342011428143,"DE-FG02-06ER06-04,DE-AC02-06CH11357,DE-AC52-07NA27344,DE-PS02-07ER07-06,DE-FC02-07ER64340,DE-FC02-97ER62402,AGS-0856145,OCE-0825754,CCF-0937939,OCI-0749206"
articles:18262,10.1214/09-AOAS287,"DMS-0355474,DMS-0635449"
articles:18698,10.1002/2016JA022898,"NNX12AG45G,NNX12AJ54G,NNX10AQ59G,NNX14AE06G,NNX15AB83G,NNX13AE20G,NNG12PQ28C"
articles:18699,10.1016/j.esd.2016.07.007,"1211668,83542401"
articles:18700,10.1002/2015JD024360,0806437
articles:18702,10.1017/jfm.2016.581,"269297,DE-AC05-00OR22725"
articles:18707,10.1002/2016GL069834,"NSFAGS-1144154,NSFAGS-1404599,14RT0299,NNX13AF93G,NNX15AK75G,AGS1339918,NNX13AG07G,1443703"
articles:18749,10.1021/acs.est.6b02602,"1211668,83542401"
articles:18915,10.5194/ascmo-2-137-2016,1243030
articles:19033,,OPP-
articles:19036,10.1109/CCGrid.2011.56,"DE-AC02-06CH11357,0721867,0910812"
articles:19040,,C01X0812
articles:19122,,ATM-9732665
articles:19320,10.1007/s10113-016-1082-4,1211668
articles:19321,10.1088/1748-9326/11/12/124022,1211668
articles:19334,10.1175/MWR-D-16-0063.1,551
articles:19466,10.1175/JHM-D-16-0125.1,1243030
articles:19469,10.1002/2016MS000753,1243030
articles:19516,10.1007/s13253-016-0270-5,1211668
articles:21003,10.1002/2017GL074430,"AGS-1639868,AGS-1623429"
articles:21470,10.1126/sciadv.1601545,"DE-SC0012711,1243125,NNH11ZDA001N"
articles:21519,10.1002/2017JA025010,"FA9550-16-1-0050,NNX13AE20G,NNX14AE06G,NNX14AF20G,NNX14AH54G,NNX15AB83,1135432"
articles:21524,10.1002/2017JA024683,"NNX17AI39G,AGS-1552153,NNX14AE08G"
articles:21688,10.1007/s00382-017-3893-5,1235231
articles:21761,10.1175/JCLI-D-17-0838.1,DE-SC0012711
articles:21924,10.1002/eap.1752,"EMW-2011-FP-01124,NNX12AQ87G,NNN12AA01C"
articles:21944,10.5194/amt-11-5049-2018,NNX17AE38G
articles:21956,10.1029/2018GL078487,"AGS-1135446,NNX13AF77G"
articles:21972,10.5194/acp-17-4337-2017,NSF-1151768
articles:22141,10.3390/fire1010006,"EMW-2015-FP-00888,NNX12AQ87G"
articles:22142,10.3390/atmos9120462,"EMW-2015-FP-00888,NNX12AQ87G"
articles:22161,10.1029/2018JA025831,"41404053,41404148,BK20140993,BK20140994,FA9550-16-1-0364"
articles:22261,10.5194/bg-16-117-2019,NNX15AG87G
articles:22567,10.1029/2019GL082034,"NNH15AB12I,NNX15AJ23G,NNX15AG70A,NNX15AH33A,NNX15AG71A,NNX15AG61A,NNX15AJ91A"
articles:22706,10.5194/acp-19-9797-2019,1501993
articles:22793,10.1145/3332186.3333252,1548562
articles:22933,10.1145/2616498.2616562,
books:203,,"ATM-0410018,INT-0129369,NNX08AI23G"
books:205,10.1016/S1570-8659(08)00208-1,CMG-0327888
books:206,10.1007/978-3-642-02677-5_22,KRF-2005-070-C00017
books:208,,DE–A
books:239,10.1007/978-3-642-11640-7,"CNS-0421498,CNS-0420873,CNS-0420985,OCI-0749206,OCE-0825754,DE-PS02-07ER07-06"
books:240,10.1007/978-3-540-78938-3,0327929
conference:3181,,1243030
conference:3325,10.6084/m9.figshare.6451508.v1,1344155
conference:3326,10.6084/m9.figshare.5756643.v1,1344155
conference:3327,10.6084/m9.figshare.5660128.v1,1344155
conference:3328,10.6084/m9.figshare.5479648.v1,1344155
reports:22,,"0122272,0451566,0438741,0503944,0910847,0451237,0504075,0504086,0503697,0742145"
reports:59,10.5065/nx7j-0s96,1852977
